,id,class
0,1163647135784587271,0
1,1104231743702347776,0
2,1151370782876082178,0
3,1165712829959278594,0
4,1148549817972461568,0
5,1151257156831895552,0
6,1161462083537555456,0
7,1168280797725560833,1
8,1151325830057844736,0
9,1167769896807256064,1
10,1170942409921794048,0
11,1151327582517891073,0
12,1161879364109307904,1
13,1167367834881744898,0
14,1167836409417412608,0
15,1151107707816022016,0
16,1165174722239373312,0
17,1168005687806496768,0
18,1168481156393816064,1
19,1166835069127974912,1
20,1134105700081311749,0
21,1148414609252114432,0
22,1162026849519714305,0
23,1149262466045685760,0
24,1151259559870238720,0
25,1157004626832560129,0
26,1151140346937503744,0
27,1167872638233931777,0
28,1151203071705440259,1
29,1161225146050449410,1
30,1150894978819903488,1
31,1164594887121149952,0
32,1168526561030619136,0
33,1161585155389165568,0
34,1103978276148645888,1
35,1103990236403634177,1
36,1168566225569533952,1
37,1163712998227271680,0
38,1151287019538194432,0
39,1151251416444481537,0
40,1150517167055659014,1
41,1167988486118395912,0
42,1150874853253308416,0
43,1145356276735627265,1
44,1163474544386088960,0
45,1168543433503444992,0
46,1129786738648526848,0
47,1150811195424890880,1
48,1161454493139161088,1
49,1168575881167671298,0
50,1104118018592919558,0
51,1163509609790869506,0
52,1165511938878693377,0
53,1151145094881447936,1
54,1168024477315293185,0
55,1151138541939937280,1
56,1167850897050726400,0
57,1083040001875759104,0
58,1157039785845936128,0
59,1168565037201580038,0
60,1151164266424209408,0
61,1151287019609448458,0
62,1150356206126604288,0
63,1166724054147051521,0
64,1168451006742577152,1
65,1170432279564435458,1
66,1170836827776983040,0
67,1170915603605086208,0
68,1161590059688222721,0
69,1151237520170127360,0
70,1170368972736421888,0
71,1151943707173838854,0
72,1161346922310975489,0
73,1101446348249939970,0
74,1156324206956765184,0
75,1170925647084101632,1
76,1150034212495515649,0
77,1097138024796831744,0
78,1101460664361631745,0
79,1084113191670558721,0
80,1150641428105707520,0
81,1156981442594902018,0
82,1166706075560742912,0
83,1150151197308968960,0
84,1161593576570150912,0
85,1170769632220864512,1
86,1150602584710885381,1
87,1150237504135671808,1
88,1164740522566549504,1
89,1151318537849454595,0
90,1167855996653441029,0
91,1149740915822608385,0
92,1168440196309954560,1
93,1163176458682032128,0
94,1168553202704429056,0
95,1151359768029749248,0
96,1151971853348540418,1
97,1151392125470281731,0
98,1163872259095683072,0
99,1163752248322736128,0
100,1167314630101782528,1
101,1101461504900169729,1
102,1096866309290242048,0
103,1168528322097221633,0
104,1161999696178663425,0
105,1151335529113411585,1
106,1103950421276667904,1
107,1151049947598524418,1
108,1166979750683955202,0
109,1163762605925785600,0
110,1168564249985245185,0
111,1151305971425304576,0
112,1168015161107648512,0
113,1103984042385555456,0
114,1161170776848044032,0
115,1142540016574455810,0
116,1163399799317630977,1
117,1151224115271000064,0
118,1142483142453977090,0
119,1105410547909083137,0
120,1168585894904913922,0
121,1103924676017811461,0
122,1151374179805085696,0
123,1151402927619264512,1
124,1104108513629007879,0
125,1170706088716623873,1
126,1151247596121460736,0
127,1151237127507570688,1
128,1167897784273358849,0
129,1170582643072733186,1
130,1084860735702872065,0
131,1151302602770063361,0
132,1161599309881757696,1
133,1168007755480936450,0
134,1168230647900639235,0
135,1150425206923681792,1
136,1167552516915159040,0
137,1147887036445134850,1
138,1168601935475347456,0
139,1164543582646284288,0
140,1152870502932910081,1
141,1151316503549161473,0
142,1151397425053147136,0
143,1148695455259385858,1
144,1167799355753058305,0
145,1151283968349790208,0
146,1168026388483342336,0
147,1152078943186378752,1
148,1143925915153555456,0
149,1170702456206086144,1
150,1085214742451535879,0
151,1152142850219565056,0
152,1152040719223263233,0
153,1095431724291506176,0
154,1163793357774233600,1
155,1168206099528466434,0
156,1163684851675029504,0
157,1151343519702880256,0
158,1101489193958674433,1
159,1150376611495251969,1
160,1151355025593163776,0
161,1101560234462593024,0
162,1151365026332258304,0
163,1157686211378630659,0
164,1165003769307963393,1
165,1151120220746080256,1
166,1149758958158172162,0
167,1101459568062857216,1
168,1157012135349772289,0
169,1163705573772279808,0
170,1150399353900687365,0
171,1151373223751245824,0
172,1170946484038176768,0
173,1166726984266731521,1
174,1162235125620285442,1
175,1164005057014222848,0
176,1168539671711932419,0
177,1168559899065888768,1
178,1166633867027070976,1
179,1101499732822818816,1
180,1164725340616437760,0
181,1130526705746161665,0
182,1151165138264875008,0
183,1168574092750000133,0
184,1163437675036069889,1
185,1165229150560563201,0
186,1151373464521117697,0
187,1097337304610410497,1
188,1151104119152812033,0
189,1167890299412086785,0
190,1170805583773130754,0
191,1151156077771313152,1
192,1082293249405005831,1
193,1169625185386995712,0
194,1168301074521972736,0
195,1162956303809024000,1
196,1147976440014671872,0
197,1162378882189803520,0
198,1145151240663420929,0
199,1166984584682233856,0
200,1097233623839850497,1
201,1149331388199514114,1
202,1169678060049842178,0
203,1170745782204555266,1
204,1104152958785200129,1
205,1163790511087525888,0
206,1151273591192731648,1
207,1168379667080011776,0
208,1151368130687643648,0
209,1101451445453447168,0
210,1167973057736183809,0
211,1167187144785444865,0
212,1151234100663128065,1
213,1167563706370314242,0
214,1168793502634975232,0
215,1129794481606275074,0
216,1101449749880864768,0
217,1151279462144606209,1
218,1167981802855649280,0
219,1151348151984513024,0
220,1164563631574589441,0
221,1151293764473896961,0
222,1128353273549938689,0
223,1104211776089063426,0
224,1157978703311364096,1
225,1163540396267515905,0
226,1148910950256451585,1
227,1168449671074697216,1
228,1167860087601287168,0
229,1163528006217981952,0
230,1150896785461850113,1
231,1084803753780396032,1
232,1161612820649336832,0
233,1168258656330276865,0
234,1168598007060860928,0
235,1150601038451396608,0
236,1148482695229595653,0
237,1161699675885441024,0
238,1167979903188230146,0
239,1167922262046937093,0
240,1101444728405610496,1
241,1100689659368226816,1
242,1130889480427233281,0
243,1151344291064819717,1
244,1151208313100500992,0
245,1170479749426241536,1
246,1151173626651185152,1
247,1170287935419277313,0
248,1150716783927726080,1
249,1151143454715654149,1
250,1151266071065894914,0
251,1151324428455829504,0
252,1148285150373011456,0
253,1096852136728715266,0
254,1150132540835020800,1
255,1168500635530092545,0
256,1164977473555259397,0
257,1159533758531473409,0
258,1082464074653405185,0
259,1157022687035830273,0
260,1151115238055522305,0
261,1166818090551787521,0
262,1151356677683372032,1
263,1156977203655168004,0
264,1151329745960873990,0
265,1167906484132274182,1
266,1168057642100711425,0
267,1161639533013798913,1
268,1151209510276653056,0
269,1170972329863761920,1
270,1168200795176742913,0
271,1157033330732408832,0
272,1151350530159067136,0
273,1151952459583172608,1
274,1151377802400325632,0
275,1168039578449731584,0
276,1170884977870934017,0
277,1164850885983428608,0
278,1165012148961103873,0
279,1168017587818680321,0
280,1163232779607216129,0
281,1151137706434392065,1
282,1162099139708104709,0
283,1159460407263801351,0
284,1163745746832764929,1
285,1165983071310614529,0
286,1101555684183891970,1
287,1171002946299092992,0
288,1148727833285615617,1
289,1166794653783511040,0
290,1163948585488134144,0
291,1151256759513825280,1
292,1171093640799760385,0
293,1151185680816586754,0
294,1128353586277122048,0
295,1167499750251405313,1
296,1166737458807091200,1
297,1161694531173191684,1
298,1168592958242918400,0
